0: 4562,4371,1522,1733
1: 2987,4716,1664
2: 3406,759,4029
3: 881
4: 
5: 565
6: 3915,1308,445,4422,3075
7: 2105,4374,2936,691,2349
8: 2577,2447
9: 282,1127,4945,868,3827,904,678,3484
10: 1688,818,3833
11: 1743,2644,1767,1277
12: 3727,2787,2357,2724,3068
13: 3461,436,3303
14: 4093,1999,163,4296
15: 237,2116,437,4795
16: 3388,2134,2198,2598,3002
17: 2103,1486,4305
18: 2408,438,4350,4459,289
19: 3024,3073,3705
20: 3191,2885,1445,1176,2419
4820: 1559,301,799,680
22: 2464,2102,4329,4078,475
23: 2166,3032,2884,686
24: 1899
25: 2374,1095,3409,4158
26: 2216,3468,2812,2566
4624: 4452,2163,3789,4521
4800: 2276,44
29: 1691,4418,1147
30: 1734,2838,3389,1311,2516
31: 3731,3874
32: 4160,611,4397,4672
33: 4401,4217,2640,4815,2189,2711
4767: 4439,646,1348,3458,2984
35: 1975,2718,508,698
36: 1987,4111,2409,4578
37: 109,4735
38: 3850,2593,3760,4438,1608
39: 
40: 2730,1139,2208,3667
41: 3460,1175,3663,4540,949
42: 2454,3244
43: 2382,2324
44: 4800
45: 1468,1939,2386
46: 1447,4261,4762
4592: 4436,1403
48: 3201,3584,125,3987,1609,2942
49: 4605,446,2140,845,943
50: 2608,2346
51: 
4591: 3087,4725,2760
53: 363,2886,2203,4192,490,1302
54: 3721
55: 2311,4416,4028,3807
56: 
57: 4274,1410,2052,1622,4201
58: 1141,3608,4651,2868
59: 3207,2992,4367,3720,3563
60: 2076,4288,809,3220,3074
61: 1342,1667,3742
62: 2165,3146,1596,3939
4773: 1262,4218,2416,4663,1491
64: 1059,882,1267,2644
65: 1406,1622,4201,183
66: 3816,2075,1862,888,3136,2636
67: 4214,264,3147,1402,996,1000,471
68: 2015,1550,3496,1501,3636
69: 751,1032,4134,3649,4150,568
70: 288
71: 4316,4727,843,2128
4759: 1787,341,1359,3671,2930
73: 680,4776
74: 4435,3448,1246,1105,543
75: 1787,341,4065,3630
76: 2911,1958,646
4668: 1227,2280,3966,4586
4721: 1281,296,1422
79: 472,2810
80: 2285,4411,1131,934,4114
4609: 4184,2370,2215,466
82: 4600,4062,2877
83: 4155,1394,2786
84: 1934,2499
85: 3035,1912,1424,1959
86: 190,4434
87: 4446
88: 2830,3181,4410,3494,2559
89: 3755,832,1067,3297
90: 880,2448
4709: 424,4726,3697
92: 3006,2452,717,4016
93: 2222,3133,1587
94: 3309,4301
95: 4164,1774,4077
96: 4292,4365,866
4640: 2839,4071,3438,2496,4723
98: 1295,540,1206,2028,1775
99: 4161,4625,3685
100: 1079,3267,840,3335,484,1730
101: 3564,3169
102: 1494,707
103: 1017
104: 
105: 1521,3587
