0: 4371,911,937,2301
1: 4621,396,1868,2522,1624,2083
2: 3067,4164
3: 526
4: 638,1505
5: 2540,1211,3233,210,3737,40
6: 724,496,448,3040
7: 31,2502
8: 3503,4294
9: 3484,868,1227,4668,3966,2241
10: 2119,4809,4141
11: 1555,993,1526,4083,1277
12: 4024,4678,2545,618,3550,3727
13: 581,4505,2761,436,4667,3500
14: 3898,163,1431,3981,1999,4810
15: 3547,1944,3551,1731,3772
16: 2198,1279,2312,665
17: 4190,1477
18: 685,3875,3164,4280
19: 4747,1422,2347,2511
20: 4626,4740,4377,2660
4820: 2366,3549,1607,2186
22: 840,3750,229,978,857
23: 2234,261,2093
24: 
25: 4096,1479,1880,734,4138,1201,558
26: 4628,1042,2403,2566
27: 32,749
4800: 2289,2447
29: 4018,773
30: 1407,669,1643
31: 7,4405,342
32: 27,4772,749,136,4672,837
33: 1870,4058,3941,2117,123,1995
4767: 3458,2369,2954,4468,3182
35: 410,1513
36: 3316,4778,2676,3046,3014
37: 2468,4689,1676
38: 1547,4122,3112,3492,3760,2175
39: 735,405
40: 174,1748,3737,5,1211
41: 1295,3460,730
42: 3909,4509
43: 3813,1865,1282,1273
44: 3634
45: 4195,2473,1672,1385
46: 812,3130
47: 1033,2900,3713,1540,4143,2633
48: 3292,2355,311,3312,3860
49: 3065,290,3899,1170,1616
50: 1337,648,860,407,1278,713
51: 4328
4917: 3587,661,238,4237
53: 2826,1563,1037,1046,2961
54: 2743,458
55: 1354,2922,3807,1704,4457
56: 
57: 521,3922,4601,1556,3365
58: 134,1091,3365
59: 4298,2432,4304,2449
60: 1160,3143,3099,283
61: 1291,542
62: 621,439,4702
4773: 3432,1970,4526,278,2215,4074
64: 2120,1230,2724,3016,4234
65: 3923,1769,859,2888,3042,2767
66: 671,1127,3801,4534
67: 2997,264,1809,3010,1220
68: 3760,2175,3657,1550,1386
69: 701,4096,1201,1659
70: 3767,4411,3000
71: 284,1515,4421
4759: 1905,2326,4065,4696
73: 301,979
74: 3400,3914,2446
75: 879,740,2690,3449
76: 2789,4758,1070,2848
4668: 4589,868,9,2241
4721: 2648,2270,4410,1281,2830
79: 4507,3501,557,2548
80: 3954,203,2784
81: 3420,1465,751,1139
82: 561,2533,4062,4600,4593
83: 4719,245,2912,4738
84: 
85: 1424,4437,1912,2683
86: 1216,3475,1739,1261
87: 
88: 3423,4208,4278,296,3289
89: 2508,4544,1069,2100,2004
90: 2448,3387
4709: 3975,4028,1842,2249,4416
92: 202,3542,3592,3207,501
93: 3398,741,4189,1007
94: 2453,1285,3462
95: 3406
96: 2791,2960,3320
4640: 3438,4196,4360,2958,2730
98: 1688,1255,3408,4141,4809,2547
99: 3173,677,4548,2133,4625,3685,935
100: 3198,1722,2908,2858
101: 3020,2174,1743
102: 2630,3510
103: 1625,4246,1538
104: 
105: 4237,4568
106: 
107: 1493,725
108: 3465,2313,297,2392
109: 2309,326
110: 3715,4531,1604,1856,4323
111: 4678,3550,1850,1249,2934
112: 4133
113: 1437,1793,4408
114: 
115: 
116: 395,657
117: 4515,4813,1800
118: 2714,1699,969,674,4392,4108
119: 899,1163,4791,928
120: 626,4181
121: 2953,4674,447,854
122: 3122,2731,955
123: 1995,1045,4058,33
124: 4161,4586,417,1974,1972
125: 2037,2053,1324,3620,4123,4322
126: 3595,2490,1164
4652: 603,4237,661,2058,841
128: 2667,2971,2402,776,781
129: 
130: 2141,4687,496,448
4811: 274,2304,1660,149
132: 4331
133: 988,2157
134: 1410,1099,1091,1888,58
135: 4659,317,3531,3697,3480
136: 32,4772,837,3184,2634
137: 1317,3491,1242,4301
138: 233
139: 
140: 2421,2295,2106,1109,1384
141: 3736,3103,3477
4661: 812,3223,1129,1447,2973
143: 2630,2172,3653,707
144: 373,2350,3391,1116
145: 2273
146: 2924,3277,1304,2441,4403
147: 1416,3963,2040,1006
148: 2529,3590
149: 4653,1144,274,4811,3921
150: 3232,1714,2128,3135,265,4517
151: 3388,2680,3150,2598
152: 1010,2385,4781
153: 3287,4178,1380,1496,1879,2857
154: 4220,2554,4781,4034
155: 3781,2959,670,3623
4683: 1097,3116
157: 3881,3888,1957,4488,2955
158: 4232,4529
159: 202,322,3661
160: 4549,433,2191,647,166,1998,1205
161: 802,1781,2779,3879
162: 4738,2775,3160
163: 3898,14,4384,498,3217,1431
164: 1248,1692,4519,253
165: 2256,2207,527,1882
166: 647,1998,2191,2137,160
167: 422,2210,503,3283,654
168: 1896,1359,2977,3416,1301,1754
169: 2544,3002,3388
170: 1436,3816,1074,2478
171: 1408,589
172: 4481,3172,3980,3557,2258,2077,2617
173: 2672,1747,702,2070
174: 40,3009,2959,3737,2316
175: 1216,1739,1945,432
176: 
177: 5039,4803,1023,1704,4457,2151,3195
178: 463,3599,582
179: 
180: 1626,376
181: 3146
182: 2191,4980,1994,2137,3884
183: 4274,1528,4101,1888,4337
184: 3720,923,3318,2362,4413
185: 
186: 347
4776: 523,979,1179,2638,374
188: 1738,4038,4071
4684: 533
190: 640,4469,254,1516,4799,4044
191: 3765,3605
192: 2591,4025,944,4565
193: 3926,4607,3985,882
194: 850
195: 844,2690
196: 799,3489,201
197: 4478,1753
198: 2736,2962,3935,4723
199: 3254,1962,3770
200: 1844,3786,1927,1029
201: 2838,3489,196,1311
202: 92,159,1429,3542
203: 80,3954
204: 3731,1484,2136,2709,1133
205: 2752,714,741,3444
206: 1846,2738,2032,1481,2292
207: 3832,4445,3806,1079,838,270,2771
208: 
209: 2942,3490,1324,3620,2422
210: 1969,2208,1405,3737,1063,5,3233
211: 
212: 237,548,827,265,513,3132
213: 4263,3714,2350
214: 3071,2888,2510,2021,2636
4651: 3645,2340,2754,2017,4223
216: 1457,4657,3061,3263,1935
217: 2126,588,3786,2599,1927
218: 2831,3003,1173
219: 1870,4724,2161,1764,3941
220: 3724,4152
221: 1851,3723,4573,365,1720,3262
222: 3293
223: 3817,2833,2759,4583,2649
224: 4279,2886,2203,3251
225: 2414,2716,4463,3569
226: 4033,4214,4297,2067,1000
227: 4215,1618,2115,1775,1175,3314
228: 1530
229: 3750,673,22,415
230: 296,4658,3417,3255,1605
231: 
232: 4006,1190,2325,4376
233: 138
234: 2766,1085,2083,450
235: 2128,2989,4775,4685,3037,3142
236: 4613,820
237: 548,2735,212,265,2530,513
238: 2965,4917
239: 3888,3709,4665,3436,1620
240: 3373,1349,2884
241: 4641,2919,3567,4818,3091,2686
242: 2256,2207,1733,838,4558,2771,2089
243: 4242,3161,2231,4109,3343
244: 4655,874,1266,2456,1218
245: 4719,883,83,4738,3646,4092
246: 3513,3487,3883,739,4213
4790: 1986,1480
248: 4955,3613,1320,4039,3892,1371
249: 
250: 
251: 2848,2182,3098,2369
252: 391,719,4431,1924
253: 3053,3247,4519,4780,164,1248,1773
254: 4469,190,1516,4341,478
255: 1722,484,2607,4698,2552,2908,3955
256: 810,2610,2349,3196,4564
257: 4154,378,4569,3055
258: 2372,3170,2900,4397
259: 4127
260: 1041,3874,1938,3019
261: 2234,23,2681,2902
262: 2030,764
263: 4258,2563,3230,4036,2497
264: 67,2096,3010,4415
265: 513,150,3232,237,212,3132
266: 4681,3385,1233,3437,1857
4734: 832,1503,4686,1413,4207,399
268: 914,2353,4711,2239,2647
269: 2172,3653,4750,2500,2474
270: 838,4558,1079,207
271: 1655,2879,331
272: 4609,941,3508,3604,839,4409
273: 745,3077
274: 4811,2304,3641,4940,3921,4373,149,1217
275: 4087,2843
276: 1914,3901,1653
277: 1603,4317,2300,4361
278: 2455,2416,3948,4773,4074
4654: 2622,969,1662,1576
280: 410,1110,3126
281: 1078,1500,3305
282: 4880,3681,939,610,904,1476
283: 60,2383
284: 71,894,896,3243,387
285: 2746,3218,4590,3061,598
286: 
287: 485,1875,3515,2335
288: 2285,2221
289: 1819,3496,3657,438
290: 49,3065,1616,2108
291: 4446
292: 4003,3623,3923,670,859
293: 343,2260,1129
294: 3412,1207,2108,2629
295: 2407,684,3036,2042
296: 4670,230,4658,3289,3417,88
297: 2313,1086,1569,704,108,2952
298: 3269,3708
299: 4045,782,1500,367
300: 494,3266,2427,604
301: 73,523,2366,2176
302: 1208,634,1330,910,2282
303: 3801,2306,710,3136
304: 4207,3582,399,3438,4196
305: 1223,4823,544,2820
306: 786
307: 4821,568,2374,4496,2044,701
308: 3225,653,4598,4242,762,3108
309: 592,4404
4805: 3214,2600,3788,4055,3068
311: 2355,3713,48,4768,3860
312: 3912,992,4037,1306
313: 1014,2558,2014,3313,3848
4642: 3718,1422,2223,3509
315: 1764,2543,4724
316: 2310,4050,2865,4185,3882
317: 135,1016,3697,3176
318: 3732,321,4257
319: 3083,1395
320: 
321: 4257,318,342
322: 2881,3661,794,159
323: 696,3360,1932,2090,3694
324: 4034,746
325: 482,2725,2987,1362
326: 4528,109
327: 
328: 1003,2423
329: 1286
330: 881,2957
331: 3062,1126,271
332: 
333: 474,3677,1095,605
334: 1684,2691,733,4329
4662: 4784,1839,1301,1602,4506
4980: 182,1994,2203,3884
337: 4021,4137
338: 2941,1103,705,2003,1455
339: 3833,849,1109,1384
340: 3302,830
341: 2618,3671,4412,1787,2930
342: 4020,321,31
343: 4261,293
344: 2121,4149,4235,4574,750
345: 2105,3978,4464,2494,2610
346: 3446,3063,3838,1926,607
347: 186
348: 2791,3789
349: 3787,3144,1200,1181,4708,3670
350: 1655
351: 1834
352: 755,4030,1793
353: 4722,2965
354: 508,1956,2977,2966,694,1896
355: 2356,2413
356: 1039,4473,383
357: 727,4665,3785,670,1769
358: 2164,671,1449,1985,4787
359: 1415,2519
360: 573,4538,1884,2853,3759
361: 2517
362: 1669
363: 2537,1234,4439,2606,2321
364: 2098,3492,2175
365: 1720,221,1851,3262
366: 739,4213,1694,3659
367: 4568,1500,299
368: 3718,2429,672,4802
369: 3196,3444,4464,4170
370: 
371: 2123
372: 3513,3325,3487,2839,2568
373: 506,144,1116,3577,752
374: 2409,3301,2638,4776,1559
375: 2616,732
376: 1580,180
377: 1274,2923,2774
378: 257,4154,4569,4697,4271,1835
379: 2684,4287,1007,1177
380: 3415,3510
381: 4301,4791
382: 3114
383: 4543,356,1039,1946
384: 712,2488,4019,1940,948
385: 4656,4714,1695,3245,1815
386: 
387: 3409,3243,1507,896,284
388: 
389: 2177,4423
390: 2851,3315,3333,3083
391: 1443,252
392: 
393: 4422,2185,4022,1729
394: 1662,1576,3367,3130
395: 1309,116,1468
396: 1,4621,1868,2522,4716
397: 772,1320,3753,4565,1371
398: 4301,4791,928,1242
399: 3582,1794,4734,4207,304
400: 3770
401: 2834,4594,1734,3823
402: 2655,3747,3095,632
403: 4798,2077,1735,4707
404: 2990,3138,962,2535
405: 39
406: 3974,2596,3712,478
407: 860,3700,1278,660,1114,50
408: 821,3298,2318,4092,3403
409: 2504
410: 280,35,976,3221,3126
411: 1046,679,1051
412: 4460,2023
413: 4189,1007,4287
414: 2860,3850,2068,4554
415: 2272,3227,229,673,2072
416: 1468,2433
417: 124,4161,4551,1972,775,3839
418: 3857,1669,4331
419: 2493,4660,1080,4199,1822,846
420: 2589,3744,3245,1815,1639,3336
421: 877,933,4135,1860,1600,1459
422: 167,2210,4050,4106
4722: 1983,353,2846
424: 2787,4627,3299,942,2629
425: 
426: 2880,2890,1166
427: 1950,1243,4116,2225,3608
428: 4165,4831,4562,4218,3669,2918
429: 3372,2712,1165,1040,931
430: 1708
431: 2410,3019
432: 1293,2155,1216,1087,175
433: 1076,160,1205
434: 3346,1353,3521
435: 4366
436: 1090,2952,3271,4667,2761,1569,13
437: 3555,1050,765,3236,3107,2706
438: 2715,4350,2581,289
439: 1989,4720,4362,3101,4675,62
440: 4535,2637,3456
441: 2112,1361,4254,1452,1937
442: 3795,3475
443: 1304,895,1235,578,4353
444: 4789,1062
445: 1391,2621,3040,645,4422
446: 2249,3087,4028,3855,3290
447: 3575,2953,121,1727
448: 3040,6,130,496
449: 4297,3486,4785,509,3234
450: 3482,234,2107
4740: 20,4377,1090,3271,4576
452: 2281,4202
453: 2726,646,2707,1463,3704,2339
4733: 2495,989,1534,4228,4399,3827
455: 574,3127,664,1394
456: 528,4542,4005,1029
457: 1791,1259,3453
458: 4563,2333,54
459: 2664,1034
460: 4290,1435
4665: 3709,3785,239,357,3436
462: 772,869,3613,1320
463: 178,2073,582
464: 3973,2923,1692
465: 3862,3529,4066,4731,4137
466: 4766,2804,503,2210
467: 3953
468: 1369,4061,1811,3514
469: 3252,2459,4787,671
470: 761,3007,3916
471: 3673,1872,505
472: 3189,1193,2917
473: 2547,1518,785,4381,2233
474: 1637,3677,333
475: 2464,2528,3191,921
476: 1509,1654,3090
477: 531,722,570,1767
478: 1307,406,4469,254
479: 1424,3519,4271
480: 3831,3635,3683
481: 660,3846
482: 325,3998,2987
483: 4403,2586,4452
484: 255,2607,4212,4698,3955
485: 287,2036,1759,2335
486: 2257,4348,2614,4533,2415
487: 909,2307,1907
488: 4755
489: 3461,4076,3845,3575,2336,1727,3057
490: 2578,4192,3458
491: 4524,1419,2955,971,3310
492: 4330,2104,4020
493: 1732,4542,2327,1319
494: 1599,1713,300,2427
495: 3428,2361,1408,4372,813
496: 130,6,448
497: 3111,3124,2750,694
498: 1499,3607,3048,3217,163
499: 1071,2768,3072,545
500: 3630,4130,2690,3449
501: 92,2362,3207
502: 2565,2116,2841,4345
503: 3283,3358,4333,167,2210,4766,466
504: 1912,1859,2399,2337,4437,527
505: 3673,471
506: 373,1116,4165,4562
507: 604,639,2646,2817
508: 1545,1956,2977,354,3473
509: 4785,872,2430,449,3486
510: 1965,3639,2047,1162,3035
511: 2698,1822,846,1762,2311,1019
512: 806,819,4320
513: 265,4560,2530,4517,237,212
514: 646,3361,1070,2789,2949
515: 3635,656,3576,1117,3814,2580
516: 3390,4808,2668,2490
517: 4017,4085,564,1133,4283
518: 4481,3172,1337
519: 2890
520: 
521: 4363,3434,57,3922
522: 2507,2742
523: 4776,979,1559,301,2366
524: 4695,2324,1470,2592
525: 4436,1403,706,1128
526: 3,2482,2154
527: 4437,2771,3806,1859,2207,165,504
528: 456,1191,4542,1319
529: 1815,1639,977,4072,4714,1784
530: 2536,2464,2528,1176
531: 477,4086,2120,1767,1982
532: 649,3211,3302,3379,2642
533: 4684
534: 2640,3580
535: 3740,847,3401
536: 1499,1001,3830,3842
537: 2463,2576,1236,892
538: 2628,1355
539: 3823
540: 1952,3472,3710
541: 2523,3693,4698,3267,3955
542: 61,2835
543: 4501,2516,2112,2022
544: 4823,1433,305,1223
545: 3947,3072,499,1071,1188
546: 819
547: 4636,3047,620,4333,4766
548: 237,827,2735,212,2658
549: 3295
550: 1189,3163,4663,911,826
551: 2474,4797,4256,4364
552: 3872,4097,952,2458,3902
553: 1590,1100,1814,3509,2603
554: 1357,2406
555: 4604,1810,985,3858
556: 2242
557: 3501,3060,79
558: 2750,1201,1880,25,4138
559: 4347,2231,3190,4598,3161
560: 608
561: 82,2533,1795,3906,2652,1018
562: 3345,4129,1003
563: 
564: 4822,3055,1133,517
565: 4207,4524,4686,3771,3339,2080
566: 4433,4227,1930
4653: 149,1144,3743,1825
568: 307,2374,1918,701
569: 2224,914,3472,3710
570: 1020,1595,4083,477
571: 881,4132,4694,778
572: 2050,1572
573: 360,1884,4580,3893
574: 455,1394,2546,3203
4803: 1023,1704,177,2715,3259,3195,3836
576: 904,2280,4518,1476,868
577: 1392,2915,1564
578: 1664,4353,4467,443
579: 2678,4313,2110,2792
580: 3800,865,1993,729,2697
581: 13,4505,2604,3964,2761
582: 178,463
4699: 2308,2288
584: 1633,3296,4348,801,884,2415
585: 3570,4327,4509
586: 2199,1860,4112,877,4140,1575
587: 3629,1100,2913,3802,1292
588: 2126,217,2599,3962,1575
589: 4361,3829,171,2874,3250
590: 3069,953,1948,818
591: 2297
592: 309,4115
593: 4551,4391,4161
594: 2095,1877,1992
595: 2728
596: 
597: 4617,4131,4756,1434,1863
598: 2095,285,3218
4770: 1453,1591,1296,3751,3606
600: 2871,1412,3959,2277,1909
601: 1025,2061,2892
602: 1132,1489,1439
603: 4652,1521,2058,851
604: 507,2646,300,917
605: 4009,333,3505,1095
606: 3258,1564
607: 1926,3300,3446,346,4019
608: 1913,2902,560,2567
609: 4696,3473
610: 939,3253,282,904
611: 4143,1724,4404,4420
612: 3587,661,2624
613: 2377
614: 3002,4124,3388,2134,1002
615: 4741,2889,3392
616: 4644,3743,1048,3736
617: 4749,1954
