0: 3714,1432,4371
1: 1085,3641,2142
2: 1273,3406,759,4029
3: 881,330
4: 
5: 1748,2208,565
6: 1308,3075,4422
7: 2286,2105,691
8: 2556
9: 282,868,1376,1127
10: 818,1372,1688,3472,640
11: 2970,64,1767,4789
12: 290,294,3727,424,4239
13: 3303,1011,4162,1570,3461
14: 1999,536,3898,2574,4296
15: 2530,548,827
16: 4760,3002,2598
17: 3332,1486,1802,3985
18: 1060,4459,4350,289,319
19: 2347,3024,3073,3386,1502,3889
20: 4447,4428,2419,3191,3750
4820: 990,3799,1607,592
22: 2464,4078,2102
23: 3466,2166,749,261
24: 1899,2791,3276
25: 2342,3409,4158
26: 3468,2812
4624: 2163,3789,4452,4425
4800: 3187,3437,2276
29: 1700
30: 650,196
31: 2494,241,1893
32: 2798,611,4672,4143,3560
33: 4217,4815,4643
4767: 4758,646,4439,76,2911,2944,514
35: 698,3798,1975,4788
36: 4578,2676,4414
37: 2300,4443,2468,4735,3256
38: 2860,3760,3850
39: 70
40: 2730,2208
41: 1488,3663,1234,4540
42: 4327,1269
43: 2382
44: 
45: 1197
46: 4261,4762,851,293,1719
4592: 1403
48: 3987,1025,3201
49: 3899,845,3200
50: 1114,2608,972,3700
51: 
4591: 3087,3200,2140,845,2760
53: 490,411,1695,1028
54: 
55: 4028,1588,3807
56: 2060
57: 1622,2052,1888,4601
58: 2225,2754,964,3645
59: 3837,3643,3207,4367,2992
60: 809,4424,1089,1138
61: 3389,542,1342
62: 1596,1603,2063
4773: 1706,2865,1668,3896,2416
64: 477,1767,1277,11
65: 1410,4274,4116,4101
66: 3816,2306,888,2770,2636,3284
67: 4214,1000,2951
68: 2015,2127,4475,3636,2613,1501
69: 1201,568,4821,701,3649
70: 39
71: 4316,4223,387,2128
4759: 2373,2252,341,1787
73: 799
74: 3448,4435,672
75: 740,3630
76: 2911,3361,1070,4439,4767
4668: 1985,3966,1127
4721: 2511,2437,1281,4782,2308
79: 472
80: 2799,4411
4609: 4106,4636,3508
82: 3906,660,3780
83: 2786,1394,4346
84: 3507,1934
85: 3035,2430,3125,2683,1092
86: 3160,1510,408,984,190
87: 
88: 3181,4079
89: 4573,2535,4010,493,2070,173
90: 2010,2064,1590
4709: 1240,4726,2969,2108,344
92: 4016,2154,2452
93: 205,556,3133,1854,1587
94: 141,928,899
95: 4077,759,4164
96: 866,4452,3104
4640: 2839,4723,3849
98: 1295,1952,4809,2028,1775
99: 1346,4625,1496,1562
100: 484,4329,334,3335
101: 4742,1230,3214
102: 707,4750
103: 4511,3627,3194
104: 
105: 2846,4652,3587
106: 4026,324,856
107: 725,3878,4486,4015,3793
108: 600,683,2275,1569,3465
109: 4704,4735,1831
110: 4686,1375,832,2736,3582
111: 1249,3370,2600
112: 1131,3967,3286,667
113: 1739,4408,439,2000,4030
114: 
115: 2435
116: 2433,2466,3004
117: 2314,253,1248,1773,1300
118: 2913,3375,3808,4642,4757
119: 1155,4301
120: 3368,3326,4433
121: 2366,820,1179
122: 3122,3098,2731,1805
123: 762,4643
124: 417,3294,4518,1783
125: 3201,3584,3842,1025,2942,1593
126: 2801
4652: 238,1521,105,3587
128: 2628
129: 4237,2624
130: 
4811: 4653,4373,1115,398
132: 3857,624,3474
133: 1641,830,3942,219,3580
134: 1622,4595,3951,3922,4274,166
135: 1016,402,723,4567,1134
136: 709,2993
137: 4314,2396,1163,4175
138: 4484
139: 959
140: 737,3821,2295,1384,1109
141: 2453,94
4661: 394,1447,674,2973
143: 160,2582,2321,665,4072,784
144: 4705,3483,3577,3355,1262
145: 3099
146: 348
147: 2152,967,1876,1580
148: 554,3699,1335
149: 3491,3852,4644,829,1737
150: 380,4388,3645,3497,235,2225
151: 2470,1383,2782,1296
152: 2188,955,397,1986,1024,2848
153: 3287,491,1600
154: 3396,944
155: 3709,1972,4665,775,3499
4683: 171,2243,2307
157: 4196,4531,2230,4398,2080
158: 4529,4620
159: 3015,202,3542
160: 143,385,2961,2321
161: 3061,1944,1992,802,2411
162: 1064,4346,2546,245
163: 4384,4330,1999,1617,4296
164: 2045,3973
165: 4532,2002,1883,1973
166: 1410,4274,3951,4183,134
167: 2568,3513,1377,3047,4636
168: 4794,3416,2977,3345
169: 3275,906,3683
170: 1351,1528,3922
171: 4683,495,2307,4786
172: 2258,597,2947
173: 4222,89,4010,2070,3755
174: 1405,2572,3583,3888,1748
175: 352,3269,2155,3708
176: 
177: 1475,3333,4199,4803
178: 2016
179: 
180: 
181: 2300,3146
182: 251,385,2137,1037,2961
183: 4201,1406,1933,4587
184: 4090,4413,3318
185: 1353,4396
186: 1385
4776: 2638,2186,979,3489
188: 4038,3451
4684: 886
190: 4151,4094,86,1510
191: 805,1951
192: 
193: 3028,1477,1408
194: 
195: 719,1050,879,2690,740
196: 1627,1734,30
197: 
198: 2962,3935,399,4023,2918
199: 3126,3221,2829,617
200: 4140,1990,1388,877,586,1119
201: 2085,4594,3197,4527
202: 159,3542,2449
203: 2221,382
4598: 1764,2231,1482,3856
205: 2204,3933,556,93,1854
206: 842,3851,1481,2507
207: 3832,2523,4386,3055
208: 
209: 3620,3725,3048,2822
210: 1567,3524,3644
211: 
212: 3135,2001,3132
213: 2350,1747,2072,1031,2483
214: 3951,1528,3136,2510,4451
4651: 4708,3608,3623,2868
216: 1507,4727,333,598,4801
217: 456,4005,580
218: 4298,791,2881,322,1173
219: 3611,3580,3694,3942,133
220: 1631,458
221: 4270,4323,1856,4252,1604,1319
222: 951,3293
223: 2542,4583,4063,3621,3682
224: 4549,269,1099,2321,4363,4072
225: 2692,471,2156,4463,3735
4606: 3761,1940,1038
227: 1206,3088,3314
228: 4414,3303,1011,2759,1705,3626
229: 3372,4655,1393,978,3227
230: 2270,4410,3802,2830,2041
231: 
232: 1190,4085,1835,257,2325
233: 2073,582
234: 450,3540
235: 3497,4685,2305,150,2225
236: 401,1734,2525,2945
237: 1991,4646,2116,4795
238: 2624,4652,1521
239: 1419,3715,3310,1957,3881
240: 413,2397,1360,2681
241: 3732,3567,2494,2696,31
242: 527,3125,1678,2771
243: 3695,1318,3026,2558,4109
244: 2359,2100,2508
245: 836,821,162,3203,486
246: 3438,3054
4790: 873,2170,3903,1591,4770
248: 1371,2667
249: 3397
250: 1125
251: 182,385,2984,2137,4714,1639
252: 1487,2055,718,1457,1905
253: 2314,117,1300,2380
254: 3710,801,4799
255: 270,2089,3017,2256
256: 741,2701,4189,3196
257: 232,4085,2847,3908,4271
258: 4380,3292,1324,3716
259: 4808,2291
260: 4037,4290,1306
261: 1828,749,2884,23
262: 4039,3265,4807
263: 2563,1019,3259,2497
264: 1402,3622,3597
265: 4289,2340,1613,3772
266: 
4734: 2736,4524,1794,4360,4207,3771
4538: 708,1608,364,2485
269: 4549,224,551,2662
270: 2089,255,2552,3806,3017
271: 986,350,331,4707,1126
272: 2501,4142,3604,4409,941
273: 2721,1357
274: 2368,1955,3675,1404,1115,1825
275: 4232
276: 2514,2551,1658,619,985
277: 813,4702,4190
278: 1668,2416,1491,1524
4654: 281,903,4635,534,2950
280: 3449,1924
281: 835,2059,903,4654,4635
282: 9,868,904,678,4945,3827,1376
283: 2937,1156
284: 3232,3556,3243
285: 4590,349,4316,3677
286: 
287: 2916,2179,1875,2335
288: 
289: 2013,4350,4459,18
290: 12,688,294,3727,3550
291: 
292: 3888,1972,3583
293: 2975,851,4261,46
294: 12,290,688,424,2787,2108
295: 2569,3036,3060
296: 3255,2308,4253,1605,1422
297: 4580,3964,4118,2853,922,1878
4582: 4504,3234,1041,3978,4136
299: 3711,841,3439,1258,603
300: 628,4334,4110,3266,2117
301: 1559,4225,1607,1533
4595: 134,1351,3922
303: 469,4787,1985
304: 2298,3771,2955
305: 1637,4009,751,4243,1918,1201
306: 
307: 3283,547,2130,3659,4494
308: 3161,313,1595,1928
309: 1033,4420
4805: 3976,3525,1293,1895,4792,1651
311: 2169,3716,4380,2900
312: 3978,4136,3912,3548,1635
313: 308,3026,559,2231
4642: 880,4757,118,3375,2448
315: 2938,4643,2161,4058
316: 2812,4165,2420,3882
317: 3359,2629,1016
318: 3981,4405,770,3567
319: 3836,1060,18,1106,1395
320: 
321: 3393,4407
322: 3015,1429,1931,218
323: 2682,3305,4347,2090,3222
324: 4026,106,2862
325: 1930,4227,4543,1187
326: 
327: 
328: 4286,4788,1238,2244,3834
329: 3757
330: 3099,526,778,3
331: 271,986,350,2879,3062
332: 
333: 598,4158,1095,216,4727
334: 2691,3335,1779,100,3267,3217
4662: 607,606
4625: 1346,99,3766,4589,1174,4161
337: 
338: 1909,705
339: 3264,4711,2794,3003,1271
4612: 3440
341: 4065,2631,4759,2373
342: 3115,3514,3981,4405
343: 1107,2780,782
344: 2787,4709,4726,2108,446
345: 1838,3732
346: 577,3446,3300,712
347: 897,3652,537
348: 146,4521
349: 2017,3319,4103,285,4590
350: 271,331,1126
351: 
352: 175,3269,4030
353: 
354: 1896,4794,1150
355: 
356: 3642,4131
357: 859,1091,2553,670
358: 3827,1376,1127,4787,3609,681
359: 2317,1417
360: 2015,1550,2013,1501,3164
361: 3033
362: 4331,3257
363: 3884,1695,1302,2826,1028,2203
364: 1608,3760,1272,4538
365: 4360,3691,971,2230,3202
366: 3659,4700,4494,1694,3487,2568
367: 3843
368: 4638,2308,2429,4782
369: 3348,3602,3177,4717
370: 2684,3067
371: 2801,1983
372: 3109,1694,3347,3358,4710
373: 752,4562,1145,1116,428,4705,3483
374: 4008,3676,523
375: 732,1256,4444,1925
376: 1876,1580,758
377: 
378: 3035,2430,3639,2980,2732,4569,1959
4580: 297,3964,922,1569,1086
380: 4388,1853,150,1243,987,1009,3497
381: 3961,1285
382: 2221,203
383: 3998,4473
384: 1511,2991,1611,712
385: 182,251,2961,160
386: 3880
