0: 3163,4093,4074
1: 3300,274,3522
2: 3376,4287
3: 1320,233,571,3440
4: 520
5: 3888,1622,1886,3979
6: 4770,1371,154,2008,4275,764
7: 3602,95,918
8: 638,2675,162
9: 2241,1583,4005,1985,4725
4717: 1760
4739: 2436,4977,2448,1422,1909,2996
12: 4752,2887,4815,4109
13: 459,1103,1272,2603,2125,263
4792: 2950,4045,4635,3808,1396
15: 3630,148,1443,2841
16: 3182,1205,4027,1127
17: 3809,2688,2970,1486
18: 4083,887,3085,2189
19: 3431,787,4246
20: 4580,2497,4447
21: 4383,978,2272,22,213
22: 3607,2419,978,21,213
23: 3237
24: 1552,2139,1075
25: 4636,1961,898,1682,3573
26: 1649,3536,3097,278
27: 3905,1594
28: 844,1827,1686
29: 
30: 4501,458,1143
31: 1101,3418
32: 2634,560,3090,1843,669,4070
33: 3313,3543,4109
34: 1395,1060,1023,297,157,2570
35: 4545,4606,4200
36: 3500,1324,2813
37: 2783,1208,850,2165
38: 4128,2871,217,1090
39: 410,1110,2515,2814,735,2252
40: 404,2374,1794,1840
41: 3337,3318,1741
42: 4572
43: 388,3673
44: 159,4146,2626,690,4800,2447
45: 687,1290,4169
46: 4261,1447,343,1521
47: 426,1951,61,3226,519
48: 4464,4173,3933,1996,3874
49: 3777,131,1249,4591
50: 3948
51: 1452,3378,3189,2548
52: 1120,1595,3747,1952
53: 3144,4072,4787,4518
54: 4020,890,2513,3418
55: 4616,3353,3169,3794,3550
56: 1691
57: 2589,2459,2537,2886,4042
58: 3645,3608,1351,3653
59: 2339,1463,4767,3458
60: 3307,337,3463
61: 47,426,4820,3621,519
62: 821,1248,2144,3572
63: 4696
64: 3044,4139,3085,2887,2600
65: 3581,427,1095,1507,4274
66: 3758,4488,1476,1990
67: 4194,4520,1470
68: 3496,1541,4197,917
69: 1406,751,834
70: 3254,3589,2718
71: 4333,307,1992,141
72: 2108,1632,1175,175,4151,954
73: 3226,4056,4523,3696
74: 1221,760
75: 1153,3527,3820,216
76: 3396,3207,3892
77: 2853,4144,319,3156,3195,3612
78: 315,3926,3752,722
79: 3676,3889,4684
80: 1659,1201,1390,4609,4510
81: 598,3659,2078,2038,4693,1748
82: 2501,4600,4602,2209,654
83: 567,2314,4604,836
84: 3445,3406,1537
85: 3806,4386,492,1678,4617
86: 2174,4735,2468,2026,2309
87: 129,4730
88: 3845,4282,1378,2259,4246,787
89: 2199,3775,4339,3715,931
90: 2446,1589
91: 338,3287,3750,1165
92: 462,2731
93: 1111
94: 3063,3000,1754,3838,398
95: 3602,7,918,4692
96: 
97: 3814,1898,515,4485
98: 3408,4671,717,3768,3272
99: 2672,4455,2426,4734,3488
100: 4252,4705,304
101: 2444,1916,1216
102: 349,548,212,2479,521,4595
103: 4410,3861
104: 2906,737
4733: 4531,3438,2857,124,493
106: 1214,262
107: 1822,177,3259,2646
108: 2456,2129,289,573
109: 3729
110: 484,1118,1600,399,3746,930,4329
111: 2133,131,3855,3795,576
112: 
113: 1149,2468,2309,748
114: 1846,1096,4669,2551,3503,1810,1425
115: 4610,1716,1242
116: 1340,4084,728,1536,2299
117: 4484,3503,1810
4784: 4662,3258,1082
119: 1163
120: 2740,3062,3647
121: 3181,4465,3763,4615,1529
122: 4367,881,2984
123: 2175,2098,1919,438,1086,900
124: 4398,4125,4733
125: 3019,311,4061,3620,4170
126: 2666,3711,2006,2361,1858,4566
127: 404,3488,1840
128: 4281,2320
129: 87,812
130: 1726,2363
131: 2133,4351,111,1249,49
132: 1345
133: 1044,3130,2938,835
134: 2540,3232,354,4103
135: 3974,3011,3976,4215,588
136: 2469,572,1701,1828
137: 1238,3590
138: 3862,202,2625
139: 2713,1274
140: 815,2755,4799,2910
141: 834,71,4116
142: 2811,2152,831,3453,2708
143: 1009,987,284,3653
144: 4623,373,4071,1119,4375
4702: 444,4598,2773,4683,3856,3475
146: 928,2586,2323
147: 
148: 2639,3630,2800,15,1443,2841
149: 3114,2933
150: 4009,964,3581,1507
151: 2859,433,2503,707
152: 1790,4364,3003,169
153: 4010,1783,766,3827
154: 4743,6,4275
155: 3754,3071,2722,1448
156: 3575,4806,2135
157: 692,229,4709,297,34,2570
158: 4454,1456,1336,1094
159: 44,4146,2626,499
160: 1024,3252,248,3458,3336
161: 2754,3917,237,2662,2530,252
162: 4267,3517,8,4341
163: 2552,3987,2037,3693,2167
164: 4021,3885
165: 481,510,1873,1092,4214
166: 2191,671,2615,3280,640,1295
167: 4243,4710,4499,3349
168: 497,2764,2484,4129,2623
169: 3041,192,3003,152
170: 774,2582,3816,4750,1423,3415,2305
171: 4737
4744: 892,4470,4753,347,3532
173: 421,1679,2670,3723,3734
174: 3414,964,4201,3037,3347
175: 4151,4187,4805,72,1632
176: 1623
177: 290,3259,3112,107,2175,2646,4616
178: 2162,3356,2154
179: 2808,2733
180: 525,454,3857
181: 4689,4389,2173
182: 3478,3110,968
183: 357,2636,2137,4100,3677
184: 251,3472,2321,2432,2329
185: 4694,3459,1523,2398,3265
4732: 3584,854,489,3115,4397
187: 3790,2766
188: 1382,3035,3357,1517
189: 2249,4147,4112,528
190: 4390,3351,3323,1767,1739,2760
191: 666,2487,3324
192: 169,3041,4034
193: 2850,1230,2788,623
194: 1746,4267
195: 2781,2620,2095,4537,1336
196: 3029,2505,644
197: 4255,1043,3939,1692
198: 2426,971,4536,832
199: 961,275,2983,4472
4786: 4607,1989,2211,2243,4190
201: 2029,1643,3984
202: 4012,138
203: 3106,4104
204: 1882,4006,1369
205: 3052,345,2610,3625
206: 3997,2594,3526,4484,499,2663
207: 3326,3544,2716,3600,1693
208: 1814
4767: 2369,4549,59,1480
210: 316,2566,3649,3936
211: 4483
212: 3654,284,2479,3608,3653,4595,102
