0: 911,4705,3993,1836
1: 396,3062,1624,2083,3540
2: 2348,3067,3089
3: 3143,4315,330,2957
4: 
5: 210,3233,1405,3524
6: 3040,445,2621
7: 3732,318,342
8: 2594,4294,1233
9: 868,3966,904,1174
10: 940,2246,1642
11: 570,4083,1555,1711,1277
12: 2357,3727,4024,4492
13: 4505,4667,2604,4739,436,581
14: 3981,3079,1617,4330,1458,3331
15: 3551,3825,4355,1781,1944,3555,3772
16: 1279,2680,1254,3212,3606,2312
17: 1486,3332,1477
18: 2871,2013,1412,3875,2127,2277
19: 2347,2288,4098
20: 4576,4740
4820: 1607,1559,2186,3549,4225
22: 229,415,1040,857
23: 1654,1199,3721
24: 2400
25: 4096,558,1479,1918,701
26: 2812,4185,1042,3882,422,316,4050
4624: 2586,662
4800: 1776
29: 1147,1333,1036
30: 824,2880,1407,1951
31: 973,2104,321,4405
32: 837,890,4672
33: 3941,1870,123,1045,2117
4767: 2182,4468,2954,2503,1799
35: 3221,410,1513
36: 3014,2676,3316
37: 181,2837,3381
38: 3112,1547,3657,3496
39: 2946,1578
40: 210,3737,968,1433,1373,1211
41: 4471,730,3307,1618
42: 3909,585,4509
43: 1865
44: 
45: 3654,1672,2012
46: 4661,1129,812,1447,3130
47: 3713,4397
48: 4768,3312,3292
49: 1616,1170,3899
50: 2877,648,407,1278,1337
51: 970,4328
4917: 2965,4237,612
53: 2606,1037
54: 1572,2743
55: 1780,3230,2311,2922
56: 
57: 433,521,1099,3922,4629,1076,1091,4601
58: 2052,4201,1351,3922,1091,3365
59: 3537,3034,4304
60: 1451,526,2482,3099
61: 4522
62: 621,1192,439,1579,1683,3273
4773: 3745,2865,4526,2310,3432,4051,1668
64: 3854,2695,2724
65: 2888,214,3042,2553
66: 303,3801,4534,958,3284
67: 2997,4081,1809,3010
68: 3875,3760,1550
69: 2044,568,1032,1918,2374,701
70: 3000,3624,2799,3767
71: 3243,802,1515,4421
4759: 3671,2450,2816,2074
73: 301,2112
74: 3400,3914,602
75: 3449
76: 1958,3891,2729,4758,514
4668: 4285,2241,4375,3966,4589,1174
4721: 3417,1281,230,4410,3338,88
79: 3036
80: 203,3954
81: 3649,4150,751,3877,1465
82: 561,4600,1795,1524,1226
83: 162,821,4649,4738,245
84: 
85: 1882,4437,1424,479
86: 1510,2155,1261,1216,432,1293
87: 
88: 2830,3181,3417,4721,3423
89: 1375,874,2004
90: 1529,2448
4709: 2969,4028,3290,1842,4416,446
92: 202,3661,3207,501
93: 2752,1671,741
94: 1131,1239,3407,3961
95: 870,4077,312,4504
96: 2791
4640: 2898,3582,4196,2839,1012
98: 785,1288,2547,4141,4809
99: 3685,677,2133,3253
100: 2072,1031,2113,2607,1722,3198
101: 1945,2174,929,3020
102: 3510
103: 2247,1574,1830,4757
104: 
105: 2679,661,841
106: 4396,434
107: 1493,725,1395
108: 3465,1577,1034,2952,459,2392
109: 326,1592
110: 4531,1856,1851,4323,1503,3262
111: 1850,3525,2545,3976,3550
112: 
113: 755,352
114: 
115: 
116: 2473,2084,657
117: 3594,4515,1800
118: 4718,2651,4108,674,2714
119: 1163,4599,4791,398,899
120: 814,4181
121: 3763,4352,447,854
122: 248,2731,2904,2226
123: 3266,1045,33,1995,2117
124: 417,3839,2825,3766,1864
125: 3620,2942,924,1593,2037
126: 4423
4652: 1521,851
128: 781,1283
129: 4446,291
130: 3915
4811: 3743,4653,3828,149
132: 1553,3950
133: 3591,534
134: 1410,1528,2995,1091,1351
135: 3697,1016,3359,3176,317
136: 709,2531,2469,4772,2634,3184,2046
137: 2453,4301,381,4442
138: 1812
139: 4088,4248
140: 3334,823,2106,3833,339
141: 1242,1825,3491
4661: 46,2978,1447
143: 1315,3510,2630
144: 428,506,1116,1750,4562,3669
145: 881,582,778
146: 3277,2924,483
147: 2899,1790
148: 
149: 274,3743,4811
150: 1714,3037,513,265
151: 3150,4760,614,3388,2134
152: 746,4034,154,2385,1010,1399
153: 4625,4455,1183,1496,747
154: 4220,2385,152
155: 3436,239,1769,3110,670,3781
4683: 1826,3116,2006
157: 3709,3499,2230,3881,2955
158: 4232
159: 501,3006
160: 1205,1994,2137,3251,1998
161: 802,1731,3263,2779,1457
162: 83,821,408,4738,2775
163: 4384,4810,3981,1458
164: 4262,3973
165: 1678,3639,2771,242,4386
166: 170,647,2702
167: 654,3618,3283,4106
168: 3416,1359,4784
169: 2544,4430,1296,3388,3002,614
170: 166,2702,1436,1563,3816,1074
171: 3829,277,1408
172: 4798,3172,2258,518,4481
173: 1067,2526
174: 2959,1748,3476,3105,2316
175: 1216,4057,1739
176: 3999
177: 3807,4457,3156,2151
178: 796,463,3599
179: 2524,3219
180: 925
181: 3146,4361,37,2498
182: 2137,2826,1563,2702
183: 4116,1528,4274,1243,4201
184: 2362,923,1929,2729,1958,1548
185: 1523
186: 3652,1833
4776: 523,374,1179,979,2638
188: 4623,3488
4684: 
190: 2415,2753,1745,3712,4341,254
191: 3765,669
192: 4025,4013,1353
193: 4607,4673,3985,3926,3332
194: 2281,452,850
195: 4359,718,844,3562
196: 799,1311,824,1951
197: 2079,2412
198: 3054,3935,4071,2736,4723,3451
199: 1962,3126,1186,2829
200: 2599,3962,2126,1927
201: 1311,2539,4527
202: 92,3661,322,3207,3015,815
203: 80,3954
204: 2683,4746,1133,1912
205: 741,714,3196,2286
206: 2452,2738,1481,2292,3515
207: 3832,3806,936,2399
208: 
209: 3490,3620,1324,3933,3115
210: 5,1397,3233,40,3737,1211
211: 
212: 875,3132,548
213: 332,4655,1218,2483,2456,3746
214: 65,2888,2510,3758,2553
4651: 3377,2868,427,2754
216: 2095,2746,4590,285
217: 4005,2126,4193,4542
218: 3003,1184,1065,717,1173
219: 1870,315,3225,2161
220: 3429,1631
221: 1656,1851,3262
222: 3293
223: 916,2833,3817,3461
224: 2191,2203,4279,2035,3665,4363,3434
225: 4463,996,1708,3735,2716
226: 1000,449,2776,4033
227: 3408,2115,1775
228: 4162,3057,1727,3461
229: 22,415,3471,1040
230: 3417,4721,1281,3255,4638,296,3289
231: 3356,2016,233
232: 3234,3019,4441,2506,4751
233: 1666,231,3356
234: 1868,2766,3540,3482,1085,1155
235: 380,4775,3322
236: 799,650,4501,3489,2838
237: 3132,2735,548
238: 2846,2801,2827
239: 3436,155,4665,3888
240: 2884,1349
241: 3091,2696,4407,4107,4818
242: 2771,2256,1733,165
243: 2231,4109,3695,559,3343
244: 1375,874,1840
245: 883,4719,4649,83
246: 1694,1139,3659,547,3350
4790: 873,1986,2369,3182
248: 5003,122,2731,3892,1320,4039
249: 981
250: 1280
251: 4192,2848,2789
252: 391
253: 634,302,910
254: 478,4469,190,406,3974
255: 2607,4698,1722,1393,484,3955
256: 2286,2701,369,4564
257: 4154,4569,4697,2980
258: 3239,4397,3698
259: 
260: 4376,3019
261: 2681,3739
262: 4068,4781
263: 2817,507,3044,4334
264: 3010,471
265: 513,4560,150,3232
266: 1233,1610,3385
4734: 3262,399,365,1794
268: 569,2353,4711,914
269: 1816,3665,4319,2500,3653,4750
270: 1079,838,4032
271: 2522,2879,1126
272: 4609,3508,3604,4142,3100
273: 745,1939
274: 2304,149,3641,3921,4940
275: 1237,3281
276: 985,3858,3651,1485,1796
277: 3829,171,2063,3250,4317
278: 2455,4526,2416,4577,4074
4654: 4745,674,988,2714
280: 834,4812,2360
281: 299,1078,3439,1258
282: 4880,1476,3681,576,4733
283: 2383,2937,1451,4132
284: 4801,894
285: 3505,333,1095,4590,216
286: 
287: 2036,2179,3515,2335,1875
288: 2946,1728,405
289: 3657,1819,3496,1550,438,2127
290: 3065,3899,750,688
291: 129
292: 1783,3923,1769,670,3476
293: 2260,3662
294: 1207,3200,1616,424,4627,2629
295: 886,3036
296: 4670,3289,230,3255,3431
297: 2313,2952,1086,633,1034,2275
298: 1646,3708,1743
299: 281,367,3439
300: 494,4815,604
301: 523,2366,73,1559
302: 1208,253,1330,910
303: 66,2306,671,710,958
304: 3771,565,4207,3438,4360,4196
305: 4823,1637,474
306: 4264
307: 4134,1032,2130,3350,4821,4496,568
308: 4347,4724,4598,653,2319
309: 1724,3799
4805: 3351,618,3214,2600
311: 3170,3860,3905
312: 992,4504,4037,95
313: 3313,4338
4642: 1814,2223,3387,1529
315: 3941,1870,219
316: 2310,1649,2215,3432,4050,4185,26
317: 3534,3176,135,1016,2734
318: 556,2204,7,1101,2502
319: 3083,1060,1395
320: 
321: 31,2104,342,4405
322: 202,3661,2352,3015,2881
323: 2197,3694,2543,4427,1932
324: 4068,4781,3371,1971
325: 2725,3998,4233
326: 1592,109,2897
327: 
328: 1772,2423,4606,3798
329: 1286
330: 4315,3
331: 2209,4553,350
332: 4655,213,2483
333: 3936,3677,3505,605,285
334: 3335,4584,4296,4329,3812,2691,1684
4662: 3687,3820,1839
4625: 153,4455,2133,1496,677
337: 
338: 1577,1455,2392,2660,2627,3844
339: 4671,4508,140,2106,3833
340: 649,3285,3302
341: 3671,2930,2618,1861
342: 4405,321,7
343: 2685,4261,1129
344: 750,688,4574,2121
345: 2686,3625,2494,4464,4582
346: 1038,607,1926,4180
347: 4477,1833,1128
348: 662,761
349: 4708,2056,3556,4103
