0: 144,3674,2865,365
1: 662
2: 3445
3: 434
4: 2577
4202: 
6: 
7: 4706,42
8: 1821,520,164
9: 1449,1372,750,3088
10: 3997,3328,1661,914,663
11: 4789,2970,1555,3727,1917
12: 1418,1583,3697,511
13: 3964,3968
14: 468,517,1823
15: 4195,3175,4293,3236
16: 3502
17: 1514,1054,4675,910
18: 1606,1588,4660,190,3428
19: 4658,3289,820
4334: 4457,1023,3855
4820: 4638,3389,592
22: 1803,1981,1873
23: 2743,4143,3184,2046
24: 2278
25: 2025,195,1508,4284
26: 2301,739,2771
4624: 2716,3228,2960
4800: 276,4298,2957,689,287,2295,3901,1481,4060
29: 
30: 4404,3239,3429
31: 4224,837
32: 557,191
33: 3285,1599,1526
4767: 665,1848,3396,3023
35: 2814,694,751,3996
36: 4053,1281,3718
37: 1542,4689
38: 2125
39: 1772
40: 3583,3801,3781,1091,3436,2820
41: 1548,4498
42: 43,7,1015
43: 42,3134,4287
44: 
45: 2180,1443
46: 1521,4722,2622
4592: 1717,3707
48: 338,1068,2889,3603
49: 2549,3534,4799,2635,1534
50: 3557
51: 773
4591: 3559,4238,2734,4024
53: 1376,1622,357,2770,3951
4341: 3065,2353,486,1255,1948
55: 4036,943,3299,2600,4659
56: 
57: 1448,4223,2754,3497
58: 1532,2995,214
59: 815,4413
60: 2937,1875
61: 3489,79
62: 738
4773: 2455,4369,4494
64: 4683
65: 3434,3136,958,3951
66: 4439,4209,411,166,3839
67: 713
68: 1176,916,3057
69: 620,864,3047
70: 2244
71: 1265,3415,2630
4380: 1430,2487,2513
73: 1166,74,4001,3129
74: 295,4001,73,1166
75: 948,1440,2852
76: 2459,1070,2886
4213: 3047,2062,372,1877
4721: 1566,4479,2913,4246
79: 61
80: 384,4266
4609: 3940,734,3780
82: 4480,4503,1940,1498,3616
83: 2916,2447
84: 4448
85: 1162,2416,1722,3344,1083
86: 4805,2545,4030,113,1895,294
87: 833
88: 1922,1422
89: 4531
90: 2064,4246
4709: 2596,3982,3169
92: 2352,4187
93: 2202,3762,4796
94: 
95: 4029
96: 3642
4640: 1567,4734,1841,4343
98: 3252,3531,2866,2224,473
99: 3480,1174,153,3484,1016
100: 2419,530,2167
101: 3760,3530,2117,4608,4438,4086
4468: 2667,3741,1852,2954
103: 
104: 850
105: 2294,4511
106: 4632,1214
107: 1180,1844,2528,2277,3066
108: 3845,2366,3763
109: 
110: 962,2570,2483,4626,2024
111: 4109,4728,4401
112: 158
113: 1146,1084,1895,984,2545,86
114: 1420,3805
115: 
116: 
117: 589,3885,1394
118: 3662,2064
119: 803,4707,4653,4373,3180
120: 1075
121: 401,4522,2892
122: 154,4396,778,2367
123: 623,2595
4365: 982,2671
125: 1033,2880,2218
126: 841,2668
4652: 1244
128: 2398,3034
129: 4690
130: 967,4677,764
4811: 4233
132: 
4280: 2691,3822,1455,2952
134: 4456,3447,3251
135: 1136,1990,1647,2724
136: 1854,4810,1025
137: 1930,1978,325
138: 3187,2432
139: 
140: 2273,526,1160,3006,1846
141: 203,1832
4661: 3183,2558
143: 4770,2589,4714
144: 0,732,3674
145: 2775,1653,4141
146: 
147: 1399,4430,614,2621
148: 2708
149: 2107
150: 2706,3080
151: 1971,3182
152: 3207,3837,2663
153: 3480,99,3484,4551,4140
154: 122,3318,4396
155: 3478,3460,1563
4683: 3360,64
157: 1969,246,1503,304,1769
158: 112,405,2700
159: 2583,322,3463,3334,2726,4711
160: 3365,4587,3749
161: 2017,4727,1905,4318
4511: 3648,2294,105
163: 1730
164: 1753,520,8,1208,2778
165: 1973,509,1329
166: 576,2636,3839,411,66,1715
167: 1655,3533,366,3780
168: 1637,1956
169: 
170: 2038,385,2503
171: 3811
172: 383,2002,1687
173: 752,316,4398,3508,3935
174: 4316,1141,1972,1769,3110,3737
175: 993,3146
176: 208,2297
177: 1501,4122,3760,573
178: 
179: 3843,661,835
180: 
181: 3865
182: 958,2770,4518,1994
183: 1898,1448,3510,1351
184: 923,2986
185: 3346
