0: 3512,2089,3079,3471
4486: 3198,3746,1180
2: 1537
3: 3440
4548: 4178,3155,747,1604
5: 989,3499,774,2959,2636
6: 1744
7: 3170,2379,2460,2696,2531
8: 2179,4519
9: 4390,671,2549,2100
4717: 1041
4739: 1464,1342
12: 1763
13: 2113,38
4792: 3211,1837,4110,1713,3934,4045
4186: 4431,1303,2930,1977
16: 646,663
17: 3788,738,4789,2357
18: 4058,4055,4199,4086,4083
19: 790,1137
20: 3461,2129,1550
21: 429
22: 4580,2072,1431
23: 4115
24: 
25: 583,2451,2741,2453
26: 695,4252,278
27: 3620,530,4172,1724,345
28: 4114,4087
29: 
30: 2093,1347,1654
31: 1593,4061,4793
32: 686,630,2743
33: 3545,950,3543
34: 3878,2061,1445
35: 
36: 2392,3714,729,4350
37: 2643,3045
38: 3066,857,536,13
4433: 4817,388,2201
40: 1841,1973,3054,2359,1289
41: 92,1298
42: 2809,4335,4695
43: 
4461: 2709,1609,3952,2696,1678
45: 792,551,802,1935,4801
46: 4742,64,676
47: 2645
48: 4641,1678,2136,242,125
49: 2928,4381,2922,3353,4457
4628: 2501,2652,1873,3277
51: 1025
52: 865,175,1120,4002
4319: 1661,408,2895,2170,1741
54: 3725,3301,4313
55: 3169,3550,1844,2563
56: 
57: 3665,2343,938,1006
4561: 2774,3679
59: 2005,3168,1157
60: 1196,138,3862
61: 4313,201,4407,4732,1424,4793
62: 2165
4622: 1257,1607,854,2660
64: 4742,46,1495,495
65: 4158,1686,3527
66: 4734,2655
67: 1401,753,1760,1182,3096
4525: 1334,1251,4156
69: 1215,3986,751,3583,2137,141
70: 
71: 2520,3263,4046,1469,3012
72: 3298,569,2596,1948
4651: 2680,4485,1901
74: 3094
75: 2800,1962,4811,2142
76: 1492,2625,778
77: 1730,297,459
4378: 2281,138,571
79: 4001,3304,2366,3165
80: 3341,350
81: 2208,2137
82: 2414,412,1108,811,4558,466
4354: 1505,2251,2906,1885,1746
84: 
4172: 3620,27,2372,1724
86: 1597,3809
87: 3498
88: 4584,426,4747,3226,2409
89: 3875,2562,891,1522,573
90: 4776,4474,1439,799
91: 1167,4741,604,2313
92: 3034,41
93: 3588,2743,306
94: 3761,4129,1668
95: 3797
96: 348
97: 
98: 1106,1683,3646
99: 144,958,1034,157,1441
100: 2553,956,930,1583,2672
101: 738,4789,789,2640,4073
102: 2017,1076,4491
103: 1758,4615,2069,3242
104: 4513,2251,2906
4733: 2926,3785,1265
106: 4790
107: 2108,2068,3374,1870,877,4193
4241: 343,323,3999,1928
4491: 3175,1791,102,284
110: 4218,2399,4093
111: 904,1046,4524,215,3768,2191
112: 4480
113: 2020,2675,2845
114: 
115: 3345,405
116: 932,1726,445
4626: 4276,2245
4784: 4130,2631,2086,2466,3931
119: 1832
120: 2763
121: 1529,1521,133
122: 4039,2385,3209
123: 1023,459
124: 752,4726,3734
125: 242,3410,2638,4617,2136,48
126: 3121,4011,3428
127: 1079,4444
128: 4743,4500,4034
129: 1358
130: 4748
131: 2853,3760,3612,1388
132: 1125,1237
133: 4642,2612,4679,4278,121
134: 1940,1479,4065,4096
135: 823,3957,1642,2702
136: 1934
137: 2400
138: 60,3862,4378,571
139: 
140: 432,3220,3858,522,540,4298
141: 3218,150,2137,3508,1215,69
4314: 3828,211
143: 433,4213,4823,2995
144: 1503,958,99,3750,157,417
4702: 4047,2644,1989
146: 1313,864,2435,4142
147: 614,3119,3365
148: 1939,844
4576: 229,1136,1119,3975,971,4709,2817
150: 3218,141,1215,3420,4019
151: 1898,1799,4289,155,2043
152: 
153: 282,2958,4534,2101
154: 1030,4422,614,938
155: 2043,151,4206
156: 4377,4447
157: 3750,1034,692,144,99
158: 976,1531,3505,4259
159: 4145,1663
160: 
161: 1469,558,354
162: 4346,4513
163: 2072,1431,1941,4447
164: 1785,4168
4270: 527,3487,3846,702
166: 1341,2547,2826,1476
167: 1738,4071,1562,2672
168: 2764,3180,1169
169: 
4593: 3422,2130,3111,4051,898
171: 193,4349,2675,1149
4744: 1254,1234,4245,2886,2782
173: 3438,1060,2062,3105,2670
174: 548,4284
175: 52,865,2654,2794
176: 
177: 4193,3374,4457
178: 
179: 559
180: 262
181: 3369,4786
182: 3377,303,4183,529,2864
4477: 437,551
184: 2432,2729,3034
185: 
4732: 1411,1724,4407,61,1424
187: 4365,1367
188: 4746
189: 3559,4238,3102,4005
190: 276,3851,2749,984,2986
191: 
192: 3502,764,3388,1344
193: 4155,171,1149,1064
194: 
195: 
4521: 2924,4353
197: 1490,1543
198: 1413,4350,1980,4263,705
199: 1924
4786: 817,2874,243,181,4701,3369,2640,789,302
201: 4313,61,435,4793
202: 3440,3396
203: 3106,3446,934
204: 1882,1434,2686,3523,1329
205: 4322,4160,2286,4397
206: 3634,2532
207: 872,2732,3993,1435
208: 1566,2651
4767: 4396,2831,4027,3472,387,3818,968
210: 2488,4116,1268,2962,2455
211: 4314,858,1021,1497
4373: 4271
213: 246,937
214: 4289,1898
215: 3351,111,4524
216: 4668,1729,433,521
217: 3195,536,2941
218: 1994,873
219: 2197,2328,4683
220: 572,848,3055
