Unnamed: 0,CLL viability,CLL concentration,CLL viability.1,CLL concentration.1,CLL viability.2,CLL concentration.2,CLL viability.3,CLL concentration.3
6.5,98.53501445336956,4692129629.5,98.47620215967127,4685185185.5,,,,
6.5,98.53501445336957,4692129629.5,98.47620215967129,4685185185.5,98.65866010791532,4755401234.5,98.33498403945634,4559413580.0
