viability,viability.1,viability.2,viability.3,viability.4,viability.5,viability.6,viability.7,viability.8,viability.9,viability.10,viability.11,viability.12,viability.13,viability.14,viability.15,viability.16,viability.17,viability.18,viability.19,viability.20,viability.21,viability.22,viability.23,viability.24,viability.25,viability.26,viability.27,viability.28,viability.29,viability.30,viability.31,viability.32,viability.33,viability.34,viability.35,viability.36,viability.37,viability.38,viability.39,viability.40,viability.41,viability.42,viability.43,viability.44,viability.45,viability.46,viability.47,viability.48,viability.49,viability.50,viability.51,viability
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
40.15151515151515,44.776119402985074,44.776119402985074,43.2,42.65734265734265,39.2,42.53731343283582,42.53731343283582,38.16793893129771,38.961038961038966,43.24324324324324,43.57142857142857,43.57142857142857,43.57142857142857,40.66666666666666,33.57664233576642,41.17647058823529,37.81512605042017,41.6058394160584,41.31736526946108,41.00719424460432,42.94871794871795,42.94871794871795,42.94871794871795,37.333333333333336,34.32835820895522,37.333333333333336,28.676470588235293,28.676470588235293,45.45454545454545,39.58333333333333,38.983050847457626,34.437086092715234,34.437086092715234,34.10852713178294,41.77215189873418,42.60869565217392,39.81481481481482,39.81481481481482,39.81481481481482,37.32394366197183,37.3134328358209,39.869281045751634,44.07894736842105,44.07894736842105,44.07894736842105,45.16129032258064,44.3609022556391,37.3015873015873,36.206896551724135,36.206896551724135,36.36363636363637,34.26573426573427
39.416058394160586,42.85714285714285,42.85714285714285,43.18181818181818,42.4,41.07142857142857,38.095238095238095,38.095238095238095,46.96969696969697,48.52941176470589,45.689655172413794,45.19230769230769,45.19230769230769,45.19230769230769,40.14598540145985,35.3448275862069,44.71544715447154,47.32142857142857,43.85964912280701,30.0,37.903225806451616,39.66942148760331,39.66942148760331,39.66942148760331,46.34146341463415,46.15384615384615,43.80165289256198,49.549549549549546,49.549549549549546,47.24409448818898,38.93805309734513,40.67796610169492,42.4,42.4,39.31623931623932,48.739495798319325,39.81481481481482,35.294117647058826,35.294117647058826,35.294117647058826,42.42424242424242,41.726618705035975,40.32258064516129,33.9622641509434,33.9622641509434,33.9622641509434,44.91525423728814,45.3125,44.52554744525548,45.2991452991453,45.2991452991453,44.96124031007752,44.96124031007752
44.354838709677416,42.10526315789473,42.10526315789473,44.44444444444444,39.47368421052632,44.0,36.95652173913043,36.95652173913043,43.39622641509434,31.868131868131865,43.0,43.2,43.2,43.2,42.85714285714285,42.96875,43.80165289256198,46.07843137254902,41.17647058823529,45.76271186440678,46.2962962962963,47.66355140186916,47.66355140186916,47.66355140186916,42.72727272727273,49.55752212389381,44.680851063829785,42.5,42.5,41.96428571428572,53.50877192982456,38.84297520661157,44.642857142857146,44.642857142857146,38.31775700934579,38.392857142857146,45.09803921568628,37.5,37.5,37.5,42.391304347826086,42.30769230769231,41.44144144144144,44.696969696969695,44.696969696969695,44.696969696969695,41.66666666666667,44.66019417475729,46.21848739495798,48.31460674157304,48.31460674157304,38.31775700934579,38.31775700934579
38.961038961038966,51.19047619047619,51.19047619047619,39.285714285714285,53.94736842105263,42.35294117647059,46.75324675324675,46.75324675324675,38.66666666666666,44.11764705882353,40.963855421686745,44.70588235294118,44.70588235294118,44.70588235294118,40.0,49.35064935064935,43.18181818181818,38.04347826086957,43.29896907216495,45.33333333333333,45.67901234567901,46.80851063829788,46.80851063829788,46.80851063829788,44.31818181818182,35.61643835616438,43.75,47.52475247524752,47.52475247524752,48.27586206896552,46.34146341463415,45.83333333333333,43.42105263157895,43.42105263157895,47.77777777777778,37.68115942028986,44.44444444444444,45.88235294117647,45.88235294117647,45.88235294117647,42.66666666666667,39.47368421052632,42.85714285714285,46.34146341463415,46.34146341463415,46.34146341463415,40.65934065934066,42.16867469879519,40.69767441860465,51.21951219512195,51.21951219512195,50.64935064935064,51.85185185185185
41.86046511627907,54.66666666666666,54.66666666666666,44.87179487179488,49.38271604938272,36.70886075949368,47.72727272727273,47.72727272727273,44.04761904761904,41.9753086419753,46.590909090909086,50.588235294117645,50.588235294117645,50.588235294117645,43.83561643835616,32.0,40.74074074074074,50.70422535211267,42.391304347826086,52.0,50.877192982456144,21.73913043478261,21.73913043478261,21.73913043478261,39.47368421052632,43.28358208955223,40.909090909090914,43.42105263157895,43.42105263157895,46.236559139784944,48.0,40.50632911392405,54.65116279069767,54.65116279069767,45.0,46.25,43.54838709677419,49.333333333333336,49.333333333333336,49.333333333333336,37.5,42.028985507246375,47.43589743589743,51.35135135135135,51.35135135135135,51.35135135135135,42.85714285714285,39.50617283950617,42.64705882352941,44.61538461538462,44.61538461538462,38.88888888888889,46.875
40.27777777777778,37.03703703703704,37.03703703703704,36.66666666666666,59.01639344262295,42.35294117647059,46.26865671641791,46.26865671641791,47.2972972972973,48.10126582278481,41.46341463414634,52.63157894736842,52.63157894736842,52.63157894736842,38.75,44.927536231884055,50.0,63.33333333333333,48.10126582278481,38.15789473684211,36.70886075949368,47.2972972972973,47.2972972972973,47.2972972972973,40.0,42.465753424657535,37.80487804878049,36.61971830985916,36.61971830985916,38.88888888888889,42.465753424657535,47.14285714285714,38.46153846153847,38.46153846153847,44.9438202247191,30.26315789473684,37.142857142857146,47.94520547945205,47.94520547945205,47.94520547945205,43.05555555555556,47.674418604651166,38.66666666666666,41.37931034482759,41.37931034482759,41.37931034482759,41.26984126984127,49.25373134328358,47.88732394366197,47.2972972972973,47.2972972972973,46.875,50.0
37.64705882352941,37.87878787878788,37.87878787878788,44.06779661016949,41.66666666666667,41.07142857142857,41.17647058823529,41.17647058823529,39.68253968253968,50.76923076923077,43.05555555555556,55.73770491803278,55.73770491803278,55.73770491803278,43.24324324324324,40.0,42.1875,42.1875,41.37931034482759,43.28358208955223,44.285714285714285,32.467532467532465,32.467532467532465,32.467532467532465,37.5,36.92307692307693,46.57534246575342,37.83783783783784,37.83783783783784,53.42465753424658,50.0,41.26984126984127,56.896551724137936,56.896551724137936,46.42857142857143,43.333333333333336,47.368421052631575,49.09090909090909,49.09090909090909,49.09090909090909,47.368421052631575,47.05882352941176,33.33333333333333,48.10126582278481,48.10126582278481,48.10126582278481,42.16867469879519,41.935483870967744,37.87878787878788,50.617283950617285,50.617283950617285,46.2962962962963,46.2962962962963
38.70967741935484,39.70588235294117,39.70588235294117,48.93617021276596,33.87096774193548,43.90243902439025,30.0,30.0,44.230769230769226,41.935483870967744,45.3125,44.89795918367347,44.89795918367347,44.89795918367347,41.50943396226416,31.506849315068493,41.7910447761194,41.7910447761194,44.11764705882353,43.66197183098591,44.26229508196721,44.776119402985074,44.776119402985074,44.776119402985074,38.46153846153847,38.46153846153847,38.57142857142858,40.298507462686565,40.298507462686565,40.909090909090914,46.26865671641791,46.96969696969697,35.9375,35.9375,47.61904761904761,57.14285714285714,45.0,50.81967213114754,50.81967213114754,50.81967213114754,43.75,41.66666666666667,44.26229508196721,41.0958904109589,41.0958904109589,41.0958904109589,47.05882352941176,41.7910447761194,47.2972972972973,45.0,45.0,45.07042253521127,35.2112676056338
45.83333333333333,42.028985507246375,42.028985507246375,38.63636363636363,41.02564102564102,37.096774193548384,37.25490196078432,37.25490196078432,48.333333333333336,47.16981132075472,51.78571428571429,55.10204081632652,55.10204081632652,55.10204081632652,41.17647058823529,34.21052631578947,45.76271186440678,54.38596491228071,47.5,42.5531914893617,36.66666666666666,47.368421052631575,47.368421052631575,47.368421052631575,43.333333333333336,44.26229508196721,48.07692307692308,41.50943396226416,41.50943396226416,46.66666666666666,44.73684210526316,43.18181818181818,41.50943396226416,41.50943396226416,47.05882352941176,45.83333333333333,40.0,42.0,42.0,42.0,38.46153846153847,35.483870967741936,45.16129032258064,56.25,56.25,56.25,35.714285714285715,56.86274509803921,37.93103448275862,39.62264150943396,39.62264150943396,46.66666666666666,42.30769230769231
